Medtr1g045470.1	GO:0003677,GO:0006355
Medtr1g045490.1	GO:0005509,GO:0005515
Medtr1g045510.1	GO:0000166,GO:0003676
Medtr1g045550.1	GO:0008519,GO:0016020,GO:0072488
Medtr1g045610.1	GO:0003677,GO:0003682
Medtr1g045670.1	GO:0005524,GO:0006298,GO:0030983
Medtr1g045750.1	GO:0008152,GO:0008652,GO:0016836,GO:0051539
Medtr1g045770.1	GO:0008152
Medtr1g045780.1	GO:0005515
Medtr1g045800.1	GO:0000166
Medtr1g045820.1	GO:0003677,GO:0003918,GO:0005524,GO:0005694,GO:0006265
Medtr1g045850.1	GO:0005515
Medtr1g045880.1	GO:0005515
Medtr1g045900.1	GO:0005681,GO:0007067
Medtr1g045930.1	GO:0005515
Medtr1g045960.1	GO:0006952
Medtr1g046200.1	GO:0003677,GO:0006355
Medtr1g046230.1	GO:0016491,GO:0055114
Medtr1g046320.1	GO:0003677,GO:0006355
Medtr1g046340.1	GO:0003677,GO:0006355
Medtr1g046460.1	GO:0005515,GO:0008270
Medtr1g046510.1	GO:0004417,GO:0009228
Medtr1g046570.1	GO:0003676,GO:0004386,GO:0005524
Medtr1g046580.1	GO:0005515
Medtr1g046620.1	GO:0004672,GO:0005524,GO:0006468,GO:0016772
Medtr1g046640.1	GO:0004842,GO:0005515,GO:0008270,GO:0016567
Medtr1g046650.1	GO:0004842,GO:0005515,GO:0008270,GO:0016567
Medtr1g046650.2	GO:0004842,GO:0005515,GO:0008270,GO:0016567
Medtr1g046650.3	GO:0004842,GO:0005515,GO:0008270,GO:0016567
Medtr1g046650.4	GO:0004842,GO:0005515,GO:0008270,GO:0016567
Medtr1g046650.5	GO:0004842,GO:0005515,GO:0008270,GO:0016567
Medtr1g046680.1	GO:0003700,GO:0006355,GO:0008270,GO:0043565
Medtr1g046680.2	GO:0003700,GO:0006355,GO:0008270,GO:0043565
Medtr1g046730.1	GO:0016020
Medtr1g046790.1	GO:0004417,GO:0009228
Medtr1g046810.1	GO:0003676,GO:0005622,GO:0008270
Medtr1g046850.1	GO:0005488
Medtr1g046930.1	GO:0005515
Medtr1g046950.1	GO:0005509
Medtr1g046960.1	GO:0005509
Medtr1g047010.1	GO:0005622,GO:0008270
Medtr1g047060.1	GO:0003677,GO:0006355
Medtr1g047100.1	GO:0005509
Medtr1g047130.1	GO:0003735,GO:0005622,GO:0005840,GO:0006412
Medtr1g047130.2	GO:0003735,GO:0005622,GO:0005840,GO:0006412
Medtr1g047180.1	GO:0005515,GO:0008270
Medtr1g047180.2	GO:0005515,GO:0008270
Medtr1g047200.1	GO:0046982
Medtr1g047210.1	GO:0003824,GO:0008152,GO:0016747
Medtr1g047390.1	GO:0016787
Medtr1g047490.1	GO:0005515
Medtr1g047550.1	GO:0003677,GO:0046983
Medtr1g047670.1	GO:0004672,GO:0004674,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr1g047710.1	GO:0006810,GO:0016021,GO:0016192
Medtr1g047720.1	GO:0006810,GO:0016021,GO:0016192
Medtr1g047740.1	GO:0005515,GO:0008270
Medtr1g047740.2	GO:0005515,GO:0008270
Medtr1g047740.3	GO:0005515,GO:0008270
Medtr1g047740.4	GO:0005515,GO:0008270
Medtr1g047740.5	GO:0005515,GO:0008270
Medtr1g047740.6	GO:0005515,GO:0008270
Medtr1g047790.1	GO:0000166,GO:0017111
Medtr1g047800.1	GO:0006952
Medtr1g047870.1	GO:0006952
Medtr1g047910.1	GO:0006952
Medtr1g047940.1	GO:0003712,GO:0004402,GO:0005634,GO:0006355,GO:0008270
Medtr1g047970.1	GO:0005488
Medtr1g048000.1	GO:0003924,GO:0005525
Medtr1g048030.1	GO:0005525
Medtr1g048080.1	GO:0000166,GO:0003676,GO:0005515
Medtr1g048110.1	GO:0004252,GO:0006508
Medtr1g048130.1	GO:0005488
Medtr1g048160.1	GO:0005515
Medtr1g048200.1	GO:0003723,GO:0033897
Medtr1g048260.1	GO:0005515
Medtr1g048360.1	GO:0004672,GO:0004674,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr1g048370.1	GO:0004846,GO:0006144,GO:0055114
Medtr1g048370.2	GO:0004846,GO:0006144,GO:0055114
Medtr1g048610.1	GO:0003677,GO:0003700,GO:0006355
Medtr1g048630.1	GO:0004672,GO:0004674,GO:0004713,GO:0005488,GO:0005515,GO:0005524,GO:0006468,GO:0016772
Medtr1g048660.1	GO:0003677,GO:0003682
Medtr1g048710.1	GO:0046983
Medtr1g048720.1	GO:0046983
Medtr1g048720.2	GO:0046983
Medtr1g048720.3	GO:0046983
Medtr1g048720.4	GO:0046983
Medtr1g048750.1	GO:0046983
Medtr1g048840.1	GO:0000786,GO:0003677,GO:0005634,GO:0006334
Medtr1g048880.1	GO:0008270
Medtr1g048940.1	GO:0016491,GO:0016706,GO:0055114
Medtr1g048950.1	GO:0005515,GO:0005634,GO:0008270,GO:0018024,GO:0034968,GO:0042393
Medtr1g048970.1	GO:0006729,GO:0008124
Medtr1g048990.1	GO:0004784,GO:0006801,GO:0046872,GO:0055114
Medtr1g048990.2	GO:0004784,GO:0006801,GO:0046872,GO:0055114
Medtr1g049000.1	GO:0005515
Medtr1g049070.1	GO:0000166,GO:0003676
Medtr1g049100.1	GO:0000156,GO:0000160,GO:0006355
Medtr1g049140.1	GO:0003677,GO:0003700,GO:0006355
Medtr1g049140.2	GO:0003677,GO:0003700,GO:0006355
Medtr1g049140.3	GO:0003677,GO:0003700,GO:0006355
Medtr1g049330.1	GO:0005506,GO:0015671,GO:0019825,GO:0020037
Medtr1g049370.1	GO:0008080
Medtr1g050220.1	GO:0008168
Medtr1g050308.1	GO:0005515
Medtr1g050340.1	GO:0005515
Medtr1g050340.2	GO:0005515
Medtr1g050360.1	GO:0003824,GO:0016020,GO:0016614,GO:0016633,GO:0016899,GO:0050660,GO:0055114
Medtr1g050360.2	GO:0003824,GO:0016020,GO:0016614,GO:0016633,GO:0016899,GO:0050660,GO:0055114
Medtr1g050362.1	GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114
Medtr1g050382.1	GO:0005515,GO:0008270
Medtr1g050402.1	GO:0000166,GO:0006952,GO:0017111
Medtr1g050425.1	GO:0000287,GO:0008897,GO:0009059
Medtr1g050425.2	GO:0000287,GO:0008897,GO:0009059
Medtr1g050425.3	GO:0000287,GO:0008897,GO:0009059
Medtr1g050425.4	GO:0000287,GO:0008897,GO:0009059
Medtr1g050432.1	GO:0003824,GO:0009107,GO:0016992,GO:0051536,GO:0051539
Medtr1g050438.1	GO:0003676,GO:0005515,GO:0008270
Medtr1g050465.1	GO:0016972,GO:0055114
Medtr1g050465.2	GO:0016972,GO:0055114
Medtr1g050472.1	GO:0004748,GO:0005971,GO:0009186,GO:0016491,GO:0046914,GO:0055114
Medtr1g050495.1	GO:0005515
Medtr1g050502.1	GO:0003700,GO:0006355,GO:0043565
Medtr1g050502.2	GO:0003700,GO:0006355,GO:0043565
Medtr1g050505.1	GO:0000145,GO:0006904
Medtr1g050520.1	GO:0003824,GO:0004672,GO:0004674,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr1g050525.1	GO:0000166,GO:0005524,GO:0016887,GO:0017111
Medtr1g050535.1	GO:0003677,GO:0005515
Medtr1g050535.2	GO:0003677,GO:0005515
Medtr1g050542.1	GO:0005515
Medtr1g050545.1	GO:0004185,GO:0006508
Medtr1g050590.1	GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114
Medtr1g050690.1	GO:0004672,GO:0004674,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr1g050720.1	GO:0004368,GO:0006072,GO:0009331,GO:0055114
Medtr1g050740.1	GO:0005524,GO:0016307,GO:0016308,GO:0046488
Medtr1g050750.1	GO:0005515
Medtr1g050760.1	GO:0003723
Medtr1g050760.2	GO:0003723
Medtr1g050760.3	GO:0003723
Medtr1g050760.4	GO:0003723
Medtr1g050760.5	GO:0003723
Medtr1g050845.1	GO:0003676,GO:0003677,GO:0006355,GO:0015074
Medtr1g051025.1	GO:0005515
Medtr1g051105.1	GO:0005515,GO:0008270
Medtr1g051105.2	GO:0005515,GO:0008270
Medtr1g051125.1	GO:0005488,GO:0005643,GO:0006886,GO:0008565
Medtr1g051125.2	GO:0005488,GO:0005643,GO:0006886,GO:0008565
Medtr1g051125.3	GO:0005488,GO:0005643,GO:0006886,GO:0008565
Medtr1g051125.4	GO:0005488,GO:0005643,GO:0006886,GO:0008565
Medtr1g051155.1	GO:0005515
Medtr1g051165.1	GO:0000166,GO:0008152,GO:0016491
Medtr1g051165.2	GO:0000166,GO:0008152,GO:0016491
Medtr1g051180.1	GO:0009055,GO:0015035,GO:0045454
Medtr1g051230.1	GO:0005488,GO:0005634,GO:0007067,GO:0030261
Medtr1g051315.1	GO:0003677,GO:0003918,GO:0005524,GO:0005694,GO:0006259,GO:0006265
Medtr1g051380.1	GO:0003676,GO:0003677,GO:0004518,GO:0004519,GO:0005622,GO:0006281
Medtr1g051380.2	GO:0003676,GO:0003677,GO:0004518,GO:0004519,GO:0005622,GO:0006281
Medtr1g051385.1	GO:0004326,GO:0005524,GO:0009058,GO:0009396,GO:0016874
Medtr1g051385.2	GO:0004326,GO:0005524,GO:0009058,GO:0009396,GO:0016874
Medtr1g051585.1	GO:0000166,GO:0006952,GO:0017111
Medtr1g051630.1	GO:0005488
Medtr1g051645.1	GO:0005515
Medtr1g051690.1	GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114
Medtr1g051810.1	GO:0005515
Medtr1g051810.2	GO:0005515
Medtr1g051820.1	GO:0005515
Medtr1g051825.1	GO:0005515,GO:0005524,GO:0005694,GO:0051276
Medtr1g051825.2	GO:0005515,GO:0005524,GO:0005694,GO:0051276
Medtr1g051825.3	GO:0005515,GO:0005524,GO:0005694,GO:0051276
Medtr1g051895.1	GO:0005509
Medtr1g051895.2	GO:0005509
Medtr1g051895.3	GO:0005509
Medtr1g052100.1	GO:0005515
Medtr1g052115.1	GO:0004672,GO:0004674,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr1g052115.2	GO:0004672,GO:0004674,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr1g052115.3	GO:0004672,GO:0005524,GO:0006468,GO:0016772
Medtr1g052115.4	GO:0004672,GO:0004674,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr1g052135.1	GO:0005515,GO:0006508,GO:0008236
Medtr1g052135.2	GO:0005515,GO:0006508,GO:0008236
Medtr1g052135.3	GO:0005515
Medtr1g052170.1	GO:0005515,GO:0006952,GO:0007165
Medtr1g052170.2	GO:0005515,GO:0006952,GO:0007165
Medtr1g052175.1	GO:0004091,GO:0018738,GO:0046294
Medtr1g052185.1	GO:0005622,GO:0008270
Medtr1g052275.1	GO:0004672,GO:0004674,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr1g052315.1	GO:0004650,GO:0005975
Medtr1g052425.1	GO:0004672,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr1g052430.1	GO:0003824,GO:0004553,GO:0005975
Medtr1g052470.1	GO:0046983
Medtr1g052475.1	GO:0003924,GO:0005525,GO:0005622,GO:0006184,GO:0006886,GO:0006913,GO:0007165,GO:0007264,GO:0015031
Medtr1g052505.1	GO:0003993,GO:0046872
Medtr1g052515.1	GO:0003824
Medtr1g052525.1	GO:0004852,GO:0033014
Medtr1g052530.1	GO:0004672,GO:0004674,GO:0004713,GO:0005509,GO:0005524,GO:0006468,GO:0016772
Medtr1g052530.2	GO:0004672,GO:0004674,GO:0004713,GO:0005509,GO:0005524,GO:0006468,GO:0016772
Medtr1g052535.1	GO:0003924,GO:0005525,GO:0005622
Medtr1g052535.2	GO:0003924,GO:0005525
Medtr1g052685.1	GO:0008152,GO:0016746
Medtr1g052730.1	GO:0005515
Medtr1g052835.1	GO:0003735,GO:0005622,GO:0005840,GO:0006412
Medtr1g052850.1	GO:0004672,GO:0004674,GO:0005524,GO:0006468,GO:0016772
Medtr1g052870.1	GO:0004672,GO:0005524,GO:0006468,GO:0016772
Medtr1g052880.1	GO:0004672,GO:0004674,GO:0004713,GO:0005515,GO:0005524,GO:0006468,GO:0016772
Medtr1g052885.1	GO:0005509
Medtr1g053065.1	GO:0006352,GO:0006355,GO:0008270
Medtr1g053070.1	GO:0003677,GO:0003700,GO:0005634,GO:0006355,GO:0046983
Medtr1g053160.1	GO:0004791,GO:0005737,GO:0016491,GO:0019430,GO:0055114
Medtr1g053255.1	GO:0005488
Medtr1g053270.1	GO:0000166,GO:0004831,GO:0005524,GO:0005737,GO:0006437
Medtr1g053320.1	GO:0003824,GO:0005975
Medtr1g053325.1	GO:0009055,GO:0015035,GO:0045454
Medtr1g053470.1	GO:0005488,GO:0005515
Medtr1g053470.2	GO:0005488,GO:0005515
Medtr1g053470.3	GO:0005488,GO:0005515
Medtr1g053470.4	GO:0005488,GO:0005515
Medtr1g053470.5	GO:0005488,GO:0005515
Medtr1g053470.6	GO:0005488,GO:0005515
Medtr1g053470.7	GO:0005488,GO:0005515
Medtr1g053470.8	GO:0005488,GO:0005515
Medtr1g053525.1	GO:0004672,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr1g053530.1	GO:0008270
Medtr1g053570.1	GO:0003676
Medtr1g053575.1	GO:0003677,GO:0006355
Medtr1g053715.1	GO:0003677,GO:0005634
Medtr1g053800.1	GO:0003677
Medtr1g053830.1	GO:0003677
Medtr1g053835.1	GO:0003677
Medtr1g053955.1	GO:0003676,GO:0003677,GO:0004386,GO:0005524
Medtr1g053960.1	GO:0003676,GO:0003723,GO:0008270
Medtr1g053960.2	GO:0003676,GO:0003723,GO:0008270
Medtr1g053970.1	GO:0009790
Medtr1g054205.1	GO:0004601,GO:0006979,GO:0020037,GO:0055114
Medtr1g054210.1	GO:0005515,GO:0008270
Medtr1g054220.1	GO:0004672,GO:0005524,GO:0006468,GO:0016772
Medtr1g054240.1	GO:0004672,GO:0004674,GO:0005524,GO:0006468,GO:0016772
Medtr1g054260.1	GO:0005515,GO:0008270
Medtr1g054265.1	GO:0003677,GO:0046983
Medtr1g054280.1	GO:0005515,GO:0008270
Medtr1g054285.1	GO:0003677,GO:0003700,GO:0005634,GO:0006355,GO:0043565
Medtr1g054300.1	GO:0005515
Medtr1g054310.1	GO:0003723,GO:0003735,GO:0005622,GO:0005840,GO:0006412,GO:0015935
Medtr1g054315.1	GO:0003676,GO:0008168,GO:0032259
Medtr1g054335.1	GO:0004842,GO:0005515,GO:0008270,GO:0016567
Medtr1g054340.1	GO:0004672,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr1g054450.1	GO:0008270
Medtr1g054465.1	GO:0005515,GO:0008270
Medtr1g054575.1	GO:0005515
Medtr1g054630.1	GO:0003676,GO:0004386,GO:0005524
Medtr1g054635.1	GO:0000166
Medtr1g054655.1	GO:0005515
Medtr1g054665.1	GO:0005515
Medtr1g054675.1	GO:0000166,GO:0003676
Medtr1g054710.1	GO:0003723,GO:0005515,GO:0005622,GO:0006396
Medtr1g054715.1	GO:0008270
Medtr1g054725.1	GO:0005515
Medtr1g054740.1	GO:0004857,GO:0030599
Medtr1g054745.1	GO:0004857,GO:0030599
Medtr1g054795.1	GO:0043234,GO:0051258
Medtr1g054800.1	GO:0004857,GO:0030599
Medtr1g054865.1	GO:0004672,GO:0004674,GO:0004713,GO:0005509,GO:0005524,GO:0006468,GO:0016772
Medtr1g054880.1	GO:0004857,GO:0030599
Medtr1g054885.1	GO:0003723
Medtr1g054935.1	GO:0000166,GO:0005524,GO:0016887,GO:0017111
Medtr1g054935.2	GO:0000166,GO:0005524,GO:0016887,GO:0017111
Medtr1g054960.1	GO:0000166,GO:0005524,GO:0016887,GO:0017111
Medtr1g054965.1	GO:0016117,GO:0016853
Medtr1g054965.2	GO:0016117,GO:0016853
Medtr1g054965.4	GO:0016117,GO:0016853
Medtr1g054980.1	GO:0000287,GO:0003824,GO:0005986,GO:0008152,GO:0016791,GO:0050307
Medtr1g055055.1	GO:0005515
Medtr1g055070.1	GO:0005515
Medtr1g055135.1	GO:0005515
Medtr1g055135.2	GO:0005515
Medtr1g055165.1	GO:0005515
Medtr1g055255.1	GO:0004672,GO:0004674,GO:0004713,GO:0005509,GO:0005524,GO:0006468,GO:0016772
Medtr1g055265.1	GO:0003677,GO:0006355,GO:0008270
Medtr1g055290.1	GO:0004857,GO:0030599
Medtr1g055295.1	GO:0005515
Medtr1g055300.1	GO:0006457,GO:0051087,GO:0051259
Medtr1g055300.2	GO:0051259
Medtr1g055325.1	GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114
Medtr1g055375.1	GO:0005515
Medtr1g055405.1	GO:0000166,GO:0003676
Medtr1g056350.1	GO:0005515,GO:0008270
Medtr1g056490.1	GO:0003676,GO:0004386,GO:0005524,GO:0008026
Medtr1g056520.1	GO:0000166,GO:0003676
Medtr1g056520.2	GO:0000166,GO:0003676
Medtr1g056530.1	GO:0003700,GO:0005634,GO:0006355
Medtr1g056530.2	GO:0003700,GO:0005634,GO:0006355
Medtr1g056530.3	GO:0003700,GO:0005634,GO:0006355
Medtr1g056550.1	GO:0005484,GO:0005515,GO:0006886,GO:0016020,GO:0016192
Medtr1g056560.1	GO:0005484,GO:0005515,GO:0006886,GO:0016020,GO:0016192
Medtr1g056640.1	GO:0003824,GO:0005975
Medtr1g056710.1	GO:0005515
Medtr1g056740.1	GO:0006520,GO:0030170
Medtr1g056810.1	GO:0003677,GO:0006355,GO:0008270
Medtr1g056840.1	GO:0000151,GO:0004842,GO:0005488,GO:0016567
Medtr1g056870.1	GO:0000151,GO:0004842,GO:0005488,GO:0016567
Medtr1g056880.1	GO:0000151,GO:0004842,GO:0005488,GO:0016567
Medtr1g056890.1	GO:0006351
Medtr1g056890.2	GO:0006351
Medtr1g056910.1	GO:0000151,GO:0004842,GO:0005488,GO:0016567
Medtr1g057110.1	GO:0004866
Medtr1g057280.1	GO:0009772,GO:0019684,GO:0045156
Medtr1g057690.1	GO:0005515,GO:0008270
Medtr1g057790.1	GO:0003677,GO:0003700,GO:0006355,GO:0043565
Medtr1g057790.2	GO:0003677,GO:0003700,GO:0006355,GO:0043565
Medtr1g057810.1	GO:0016773
Medtr1g057830.1	GO:0000166,GO:0005524,GO:0016887,GO:0017111
Medtr1g057850.1	GO:0005737,GO:0008690,GO:0009103
Medtr1g057860.1	GO:0000166,GO:0004812,GO:0004821,GO:0005524,GO:0005737,GO:0006418,GO:0006427
Medtr1g057980.1	GO:0003677,GO:0003682
Medtr1g058090.1	GO:0003676,GO:0005622,GO:0008270
Medtr1g058100.1	GO:0016881
Medtr1g058100.2	GO:0016881
Medtr1g058100.3	GO:0016881
Medtr1g058100.4	GO:0016881
Medtr1g058110.1	GO:0000166,GO:0003676
Medtr1g058190.1	GO:0005515
Medtr1g058210.1	GO:0003677,GO:0006355
Medtr1g058250.1	GO:0003735,GO:0005622,GO:0005840,GO:0006412
Medtr1g058350.1	GO:0003677,GO:0006355
Medtr1g058550.1	GO:0004857,GO:0030599
Medtr1g058610.1	GO:0005515,GO:0005524,GO:0005694,GO:0051276
Medtr1g058760.1	GO:0005515
Medtr1g058800.1	GO:0003677,GO:0003700,GO:0006355
Medtr1g058960.1	GO:0003677,GO:0003899,GO:0006351
Medtr1g059090.1	GO:0005515
Medtr1g059090.2	GO:0005515
Medtr1g059270.1	GO:0046983
Medtr1g059270.2	GO:0046983
Medtr1g059280.1	GO:0005515
Medtr1g059520.1	GO:0005515,GO:0005524,GO:0005694,GO:0051276
Medtr1g059590.1	GO:0005488,GO:0005525,GO:0005622,GO:0007264,GO:0015031
Medtr1g059590.2	GO:0005488,GO:0005525,GO:0005622,GO:0007264,GO:0015031
Medtr1g059610.1	GO:0005515
Medtr1g059650.1	GO:0005515,GO:0007154,GO:0035091
Medtr1g059690.1	GO:0005515
Medtr1g059700.1	GO:0004553,GO:0005975
Medtr1g059720.1	GO:0005515
Medtr1g059730.1	GO:0003777,GO:0005524,GO:0005875,GO:0007018
Medtr1g059790.1	GO:0000287,GO:0008897,GO:0009059
Medtr1g059810.1	GO:0005515
Medtr1g059830.1	GO:0000166,GO:0005524,GO:0006810,GO:0016021,GO:0016887,GO:0017111,GO:0042626,GO:0055085
Medtr1g059830.2	GO:0005524,GO:0006810,GO:0016021,GO:0042626,GO:0055085
Medtr1g059840.1	GO:0005515
Medtr1g059840.2	GO:0005515
Medtr1g059840.3	GO:0005515
Medtr1g059860.1	GO:0000287
Medtr1g059930.1	GO:0005515
Medtr1g059970.1	GO:0005515,GO:0009055,GO:0015035,GO:0045454
Medtr1g059970.2	GO:0009055,GO:0015035,GO:0045454
Medtr1g060010.1	GO:0003924,GO:0005525,GO:0005737,GO:0006184,GO:0043234,GO:0051258
Medtr1g060030.1	GO:0006952
Medtr1g060040.1	GO:0005515
Medtr1g060050.1	GO:0006629,GO:0008081
Medtr1g060070.1	GO:0005198,GO:0016226,GO:0051536
Medtr1g060090.1	GO:0006629,GO:0008081
Medtr1g060120.1	GO:0030145,GO:0045735,GO:0048046
Medtr1g060360.1	GO:0003993,GO:0046872
Medtr1g060380.1	GO:0003677,GO:0008270
Medtr1g060410.1	GO:0046982
Medtr1g060410.3	GO:0046982
Medtr1g060550.1	GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114
Medtr1g060580.1	GO:0003677,GO:0005515
Medtr1g060590.1	GO:0005515
Medtr1g060610.1	GO:0003735,GO:0005840,GO:0006412
Medtr1g060620.1	GO:0016491,GO:0050660,GO:0055114
Medtr1g060700.1	GO:0046983
Medtr1g060740.1	GO:0003676,GO:0003723,GO:0004386,GO:0004525,GO:0005515,GO:0005524,GO:0006396,GO:0016891
Medtr1g060790.1	GO:0004672,GO:0004674,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr1g060790.2	GO:0004672,GO:0004674,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr1g060850.1	GO:0016787
Medtr1g060860.1	GO:0016787
Medtr1g060910.1	GO:0003677,GO:0003700,GO:0006355
Medtr1g061050.1	GO:0003824,GO:0004332,GO:0006096
Medtr1g061080.1	GO:0006457
Medtr1g061130.1	GO:0008270
Medtr1g061130.2	GO:0008270
Medtr1g061130.3	GO:0008270
Medtr1g061170.3	GO:0003700,GO:0005634,GO:0006355,GO:0043565
Medtr1g061190.1	GO:0004672,GO:0004674,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr1g061220.1	GO:0003824,GO:0004519,GO:0006281,GO:0006284,GO:0051539
Medtr1g061240.1	GO:0016628,GO:0055114
Medtr1g061330.1	GO:0005515
Medtr1g061330.2	GO:0005515
Medtr1g061590.1	GO:0004672,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr1g061600.1	GO:0005737,GO:0006221,GO:0008652,GO:0033862
Medtr1g061630.1	GO:0000287,GO:0003824,GO:0004743,GO:0006096,GO:0030955
Medtr1g061630.2	GO:0000287,GO:0003824,GO:0004743,GO:0006096,GO:0030955
Medtr1g061660.1	GO:0000976,GO:0003677,GO:0003700,GO:0005634,GO:0006355,GO:0043565
Medtr1g061690.1	GO:0004672,GO:0004674,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr1g061800.1	GO:0004794,GO:0006520,GO:0009097,GO:0030170
Medtr1g061850.1	GO:0006457
Medtr1g061870.1	GO:0000166,GO:0003676,GO:0003723
Medtr1g061940.1	GO:0004190,GO:0006508
Medtr1g061970.1	GO:0003676,GO:0004386,GO:0005524
Medtr1g062110.1	GO:0005506,GO:0016491,GO:0016706,GO:0055114
Medtr1g062110.2	GO:0005506,GO:0016491,GO:0016706,GO:0055114
Medtr1g062130.1	GO:0005215,GO:0006810,GO:0016020
Medtr1g062190.1	GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114
Medtr1g062330.1	GO:0005515,GO:0008270
Medtr1g062330.2	GO:0005515,GO:0008270
Medtr1g062380.1	GO:0008152,GO:0016758
Medtr1g062410.1	GO:0003824
Medtr1g062430.1	GO:0003824,GO:0004356,GO:0006542,GO:0006807
Medtr1g062470.1	GO:0003824,GO:0004356,GO:0006542,GO:0006807
Medtr1g062500.1	GO:0003824,GO:0009058
Medtr1g062540.1	GO:0003824,GO:0009058
Medtr1g062580.1	GO:0000166
Medtr1g062620.1	GO:0003824,GO:0004356,GO:0006542,GO:0006807
Medtr1g062620.2	GO:0003824,GO:0004356,GO:0006542,GO:0006807
Medtr1g062620.3	GO:0003824,GO:0004356,GO:0006542,GO:0006807
Medtr1g062620.4	GO:0003824,GO:0004356,GO:0006542,GO:0006807
Medtr1g062650.1	GO:0003824,GO:0004356,GO:0006542,GO:0006807
Medtr1g062740.1	GO:0005524,GO:0016307,GO:0016308,GO:0046488
Medtr1g062740.2	GO:0005524,GO:0016307,GO:0016308,GO:0046488
Medtr1g062740.3	GO:0005524,GO:0016307,GO:0016308,GO:0046488
Medtr1g062740.4	GO:0005524,GO:0016307,GO:0016308,GO:0046488
Medtr1g062760.1	GO:0003924,GO:0005525,GO:0005622,GO:0006184,GO:0006886,GO:0006913,GO:0007165,GO:0007264,GO:0015031
Medtr1g062770.1	GO:0005515
Medtr1g062780.1	GO:0005622,GO:0008270
Medtr1g062860.1	GO:0004089,GO:0006730,GO:0008270
Medtr1g062880.1	GO:0004089,GO:0006730,GO:0008270
Medtr1g062940.1	GO:0003677,GO:0003682
Medtr1g062950.1	GO:0000159,GO:0005488,GO:0007165,GO:0008601
Medtr1g063040.1	GO:0005488
Medtr1g063060.1	GO:0004478,GO:0005524,GO:0006556
Medtr1g063060.2	GO:0004478,GO:0005524,GO:0006556
Medtr1g063060.3	GO:0004478,GO:0005524,GO:0006556
Medtr1g063060.4	GO:0004478,GO:0005524,GO:0006556
Medtr1g063060.5	GO:0004478,GO:0005524,GO:0006556
Medtr1g063150.1	GO:0005622,GO:0008270
Medtr1g063160.1	GO:0003677,GO:0046983
Medtr1g063170.1	GO:0000166,GO:0005524,GO:0006810,GO:0016021,GO:0016887,GO:0017111,GO:0042626,GO:0055085
Medtr1g063190.1	GO:0003676,GO:0008270
Medtr1g063210.1	GO:0030001,GO:0046872
Medtr1g063240.1	GO:0003998
Medtr1g063380.1	GO:0000166,GO:0005524,GO:0016787,GO:0017111
Medtr1g063410.1	GO:0005515
Medtr1g063850.1	GO:0003677,GO:0003700,GO:0006352,GO:0006355,GO:0016987
Medtr1g063910.1	GO:0004672,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr1g063910.2	GO:0004672,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr1g063910.3	GO:0004672,GO:0004713,GO:0005524,GO:0006468,GO:0016772
Medtr1g063920.1	GO:0000166,GO:0005524,GO:0016887,GO:0017111
Medtr1g063940.1	GO:0003677,GO:0003682
Medtr1g063940.2	GO:0003677,GO:0003682
Medtr1g063940.3	GO:0003677,GO:0003682
Medtr1g063960.1	GO:0000166,GO:0005515,GO:0006952,GO:0007165,GO:0017111
Medtr1g063970.1	GO:0005515
Medtr1g064040.1	GO:0005515,GO:0006952,GO:0007165
Medtr1g064060.1	GO:0004001,GO:0006166,GO:0016773
Medtr1g064060.2	GO:0004001,GO:0006166
Medtr1g064070.1	GO:0000287,GO:0004449,GO:0006099,GO:0016616,GO:0051287,GO:0055114
Medtr1g064090.1	GO:0003824,GO:0005737,GO:0006559,GO:0016841
Medtr1g064150.1	GO:0005515
Medtr1g064170.1	GO:0005515
Medtr1g064230.1	GO:0000166,GO:0003676
Medtr1g064230.2	GO:0000166,GO:0003676
Medtr1g064240.1	GO:0005249,GO:0006813,GO:0016020
Medtr1g064320.1	GO:0003824,GO:0004121,GO:0030170,GO:0071266
